autor	název	originál	přečteno	originál vydáno	imglink	tagy	popis
Mircea Eliade	Jóga	Le Yoga	2023	1954	80-7203-092-2.jpg	duchovní, jóga, religionistika	Dnes již klasické dílo světoznámého indologa, historika náboženství a spisovatele obsáhle pojednává o józe, všeindickém souboru duchovních technik, osobitém rozměru indického ducha. V panoramatickém přehledu historického vývoje ukazuje, jakým způsobem do sebe vstřebávala ostatní duchovní, mystické a filozofické systémy Indie a jakým způsobem se podílela na nejhlubších potřebách indické duše: překonat „lidský úděl“, dosáhnout svobody či nesmrtelnosti, stát se „bohočlověkem“, vymanit se z pout utrpení, „časovosti“ a „historičnosti“.
Julius Evola	Jóga moci	The Yoga of Power	2023	1968	978-80-973292-3-5.png	duchovní, jóga, religionistika, filozofie	Tantra nemůže být záminkou pro radovánky. Jejím cílem není – jak se obvykle tvrdí – prožít „opravdovou slast“. Tantrické „překonání předsudků“ nesmí vést k požitkářství a ani uctívání ženského principu není cílem, ale jen nástrojem tantry. To i mnohem víc alespoň tvrdí tato kniha, která se ostře vymezuje proti konzumnímu duchovnu. Naopak, říká, cílem tantry je překonat lidská omezení, zapálit se vnitřním plamenem a zakusit stav božství a nesmrtelnosti.
Julius Evola	Doktrína probuzení	La dottrina del risveglio	2023	1943	978-80-99977-20-5.jpg	duchovní, buddhismus	Doktrína probuzení je Evolovo slavné pojednání o nejranějším buddhismu. Proslulý italský znalec náboženství, filosof a esoterik Julius Evola (1898–1974) v knize Doktrína probuzení vyzdvihuje raný buddhismus jakožto duchovní nauku, jež neztrácí čas spekulacemi a obřady a směřuje výhradně k odpoutání a vnitřní nepodmíněnosti. Označuje jej za učení vyhrazené pro elity, přičemž jeho pozdější podobu náboženství přístupného každému považuje za úpadkovou. Tvrdí, že jádro buddhismu je metafyzické a iniciační, takže jakákoli interpretace buddhismu coby pouhého moralismu stojícího na soucitu, humanitarismu a utíkání před životem je veskrze plytká, profánní a povrchní.
Julius Evola	Vzpoura proti modernímu světu	Rivolta contro il mondo moderno	2023	1934	978-80-973292-5-9.jpg	historie, filozofie	Vzpoura proti modernímu světu je jedním z opomíjených, ale i velice kontroverzních literárních milníků 20. století. Rozvádí zdrcující kritiku moderního Západu, založeného na konzumu a sekularismu, masové konformitě a průměrnosti, jež staví do kontrastu s aristokratickým heroismem a náboženským rozjímáním. Ideál společnosti vidí v nadčasové Tradici duchovních proudů předmoderního světa, kdy božské a numinózní ještě bylo součástí lidského života.
René Guénon	Vláda kvantity a znamení doby 	Le Règne de la Quantité et les Signes des Temps	2023	1945	978-80-99977-11-3.png	historie, filozofie	René Guénon (1886-1951) byl významný francouzský filosof a metafyzik, zakladatel školy integrálního tradicionalismu neboli perennialismu. Proslul svou kritikou moderního světa a snahou o esoterické smíření různých ortodoxních světových náboženství, v jejichž pozadí viděl obrysy univerzální, primordiální Tradice. Lidstvo podle Guénona podstupuje proces sestupu z duchovního zlatého věku, kdy veškerý způsob života směřoval k božskému, do odduchovněné, sekularistické moderny. Tvrdí, že se nejedná o subjektivní, nýbrž objektivní proces provázený ontologickým znehodnocením světa.
Alicia Kopf	Bratr z ledu	Germà de gel	2023	2016	978-80-207-1827-3.jpg	beletrie	Leitmotivem knihy je led ve všech podobách a asociacích – ledovce, mráz, zima, sníh, chlad, bělost – a současně funguje jako metafora mezilidských vztahů: těch blízkých mezi hrdinčinou matkou, bratrem autistou a jí samotnou, i těch vzdálených mezi jedinci žijícími v cizím, složitém, venkovním světě začátku jednadvacátého století. Propojení subjektivních pasáží s dokumentárními popisy polárních dějin upomíná kupř. na poetiku Julia Cortázara či Milana Kundery.
Milan Nakonečný	Smaragdová deska Herma Trismegista	Smaragdová deska Herma Trismegista	2023	1994	80-85255-48-0.jpg	hermetismus, filozofie, duchovní	Obsahem knihy je všestranné pojednání o legendární Smaragdové desce Herma Tristmegista, která je syntézou staroegyptského esoterismu a základním pramenem hermetismu.
René Alleau	Hermés a dějiny věd 	Histoire des sciences occultes	2023	1965	80-86702-09-X.jpg	hermetismus, filozofie, duchovní	Druhé rozšířené vydání. Studie k archeologii a etnologii vědění se zřetelem k historii alchymie a hermetické tradice.
Filip Tylš	Fenomén psychedelie	Fenomén psychedelie	2023	2017	978-80-7438-178-2.jpg	psychologie, psychedelie	Subjektivní popisy zážitků z experimentální intoxikace psilocybinem doplněné pohledy výzkumníků Kniha přináší přehled současného stavu poznání v oblasti psychedelické vědy od popisů mechanismu účinku přes vlastní psychologické projevy a jejich závislost na kontextu užití až po historicko-antropologické souvislosti. Jednotlivé oddíly jsou napsané předními domácími odborníky a výzkumníky v oboru, o čemž svědčí i vysoká míra objektivity a schopnost odstupu, která je v případě problematiky psychedelik spíše ojedinělá.
Vojtěch Cink	Psychedelika a psychonautika I. 	Psychedelika a psychonautika I. 	2023	2022	978-80-7690-000-4.jpg	psychologie, psychedelie	První díl souhrnné publikace Psychedelika a psychonautika představuje výsledek dlouholeté práce českých vědců, lékařů i psychologů. Fenomén psychedelických látek se v knize pojednává neobvykle vyčerpávajícím způsobem — dozvíme se informace o mechanismech účinků těchto látek, o jejich farmakokinetice a mikrodávkování, o chemii ayahuasky a dalších entheogenů, ibogainu, salvinorinu A i psychedelických houbách. Seznámíme se s jejich terapeutickým využitím, zejména co se týče potenciálu těchto látek při práci s traumatem a jejich použití v adiktologii, či o vztahu psychedelik a paliativní péče.
Julius Evola	Jezdit na tygru	Cavalcare la tigre	2023	1961	978-80-7387-259-5.jpg	duchovní, filozofie	Důležité dílo italské sociologické vědy a politologie. Studie se věnuje problémům osobního jednání, stanovisek a forem intelektuálního života, které jedinec řeší v současné epoše, již autor nazval epochou rozkladu. Autor používá orientální metafory jezdit na tygru, aby naznačil cestu, která bude českému čtenáři velmi povědomá: cestu pasivní rezistence, kdy lze někdy dokonce využít negativních prvků společenské reality k podpoře pozitivních hodnot místo toho, abychom podlehli a byli duchovně zničeni.
Albrecht Jockenhovel	Dějiny světa 1	WBG Weltgeschichte 1	2023	2009	978-80-7429-241-5.jpg	historie	Globální dějiny od počátků do 21. století. Sv. 1 - Od počátku do roku 1200 př. Kr. První svazek šestidílné edice zpracovává nejstarší dějiny v širokém geografickém záběru od Afriky přes Evropu a Asii až po Ameriku. Editorem svazku je emeritní profesor archeologie na univerzitě v Münsteru Albrecht Jockenhövel. Úvodní kapitoly sledují fyzický a mentální vývoj rodu Homo sapiens. Od počátku doby kamenné až po její konec před zhruba 10 000 lety byly jedinými způsoby získávání obživy lov a sběr – ty také přispěly k zformování dnešní podoby člověka a umožnily mu rozšířit se ještě před koncem doby ledové po všech kontinentech.
Walter Isaacson	Elon Musk	Elon Musk	2023	2023	978-80-7252-991-9.webp	biografie, socio-ekonomie	Autor Steva Jobse a dalších úspěšných životopisů přináší nesmírně důvěrný příběh nejkontroverznějšího a nejpozoruhodnějšího inovátora současnosti, vizionáře, jenž se nezdráhá porušovat pravidla, aby dovedl svět do éry elektromobilů, soukromého vesmírného výzkumu a umělé inteligence. Jo, a taky koupil Twitter. Ve škole v Jižní Africe Elona Muska často šikanovali.
Květoslav Minařík	Patandžaliho jógasutra	Patandžaliho jógasutra	2023	1994	80-85202-25-5.webp	duchovní, jóga	Knížka drobnějšího rozsahu z řady Drahokamy obsahuje pasáže nejstarší klasické učebnice jógy od "otce jógy" Pataňdžaliho s vysvětlujícím komentářem K. Minaříka. „Otci jógy“ Pataňdžalimu bývá připisována nejstarší klasická učebnice jógy z doby asi 200 let př. Kr., zvaná „Jógasútra“. Je zpracována do dvou set stručných aforismů ve čtyřech kapitolách:
Vojtěch Cink	Psychedelika a psychonautika II. 	Psychedelika a psychonautika II. 	2023	2022	978-80-7690-001-1.jpg	psychologie, psychedelie	Druhý díl souhrnné publikace Psychedelika a psychonautika představuje výsledek dlouholeté práce českých vědců, lékařů i psychologů. Fenomén psychedelických látek se v knize pojednává neobvykle vyčerpávajícím způsobem — tento díl, po spíše odbornějším a techničtějším prvním dílu, se z velké části věnuje užívání psychedelik a dalších látek ze spirituálního a religionistického hlediska, projednává zejména otázku šamanství a náboženského užívání ayahuasky, peyotlu, ibogy, rituálů kultu bwiti a končí etickou stránkou užívání těchto látek a jejich současnou právní úpravou.
Sebastán Jahič	Magické Eseje	Magické Eseje	2023	2022	978-80-99977-12-0.png	duchovní, hermetismus	Sebastián Jahič (*1990) je pseudonym slovenského autora esoterických a okultních esejí a románů z oblasti transgresivní fikce. Jeho knižním debutem byl okultní román Zapálili jsme onen svět (2016). V nakladatelství Sol Noctis mu v roce 2020 vyšly teoretické práce s názvy Antagonista a Satanismus v 21. století; v roce 2021 vydává rozsáhlou studii s názvem Theléma Aleistera Crowleyho: Magie, mysticismus a etika Nového aeonu. Živí se překladatelstvím a redigováním sociopolitické, filosofické a náboženské literatury.
César Calvo	Tři poloviny Ino Moxa a další amazonští čarodějové 	Las tres mitades de Ino Moxo y otros brujos de la Amazonía	2023	1981	978-80-7675-090-6.webp	beletrie, cestopis, šamanismus, psychedelie	Kniha Tři poloviny Ino Moxa a další amazonští čarodějové je vrcholným románovým dílem slavného peruánského spisovatele Césara Calva, který je považován za jednoho z největších hispanoamerických básníků a vypravěčů. Ústředním tématem je výprava hlavního hrdiny za náčelníkem Amawaků Ino Moxem do hloubi pralesa. Jde o jakousi iniciační cestu do nitra lidské duše a do hlubin magického vědění, kde září věčné světlo dávného poznání, které bylo hrubě narušeno násilným střetem dvou civilizací.
Osho	Jóga: Výklad Pataňdžaliho Jógasútry.	Yoga: Science of the Soul 	2023	1976	978-80-7651-003-6.jpg	duchovní, jóga	V tomto svazku vysvětluje Osho význam nejdůležitějších Pataňdžaliho jógových súter. Pataňdžali je považován za otce rádžajógy neboli „královské stezky“. Jeho systém, který popisuje osm pilířů jógy, je nejcelistvějším a nejobsáhlejším pohledem na jógu, jaký nám zanechala starověká indická kultura. Tato kniha je neocenitelným pomocníkem pro začínající i zkušené jogíny a pro všechny, kdo chtějí lépe porozumět složitému vztahu mezi tělem a myslí. Vyzývá čtenáře, aby prozkoumali své podmíněné vzorce chování a zbavili se předsudků, které jim brání užívat života v celé jeho bohatosti a kráse. 
Elizabeth Kolbert	Pod bílou oblohou 	Under a White Sky: The Nature of the Future	2023	2021	978-80-257-4038-5.jpg	cestopis, ekologie	„Tato kniha je o lidech, kteří se snaží vyřešit problémy způsobené lidmi, kteří se snaží řešit problémy,“ komentuje soubor svých reportáží autorka. Zatímco v předchozí knize Šesté vymírání, za kterou získala Pulitzerovu cenu, názorně dokládá, jak je působením člověka svět přírody proměňován v samotné své podstatě, v novince Pod bílou oblohou se rozhodla zachytit posun v myšlení některých klimatologů: tytéž intervence, které naši planetu ohrožují, jsou těmito vědci stále častěji považovány za jedinou naději na její záchranu. Kniha, která umí být současně inspirativní i děsivá, nepostrádá nádech temného humoru, především však představuje originální pohled na éru antropocénu.
Sebastán Jahič	Theléma Aleistera Crowleyho	Theléma Aleistera Crowleyho	2024	2021	978-80-99977-04-5.jpg	duchovní, hermetismus	Aleister Crowley (1875—1947) proslul jako dobrodruh, šachista, horolezec, dekadentní básník a sociální kritik. Především byl ale okultistou a prorokem vlastního náboženství známého jako theléma, které spojoval s příchodem nového věku neboli Nového aeonu, nového modu duchovního prožívání a společenské etiky. Autor v této rozsáhlé knize zevrubně a kriticky pojednává o thelémě, jejích dějinných zdrojích a předlohách, stejně jako o Crowleyho syntetizaci těchto zdrojů. Věnuje prostor jak thelémskému chápání a praxi magie, tak i jejím rozvětveným systémům mysticismu a zasvěcení, přičemž klade důraz na vyšší thelémskou metafyziku. Nevyhýbá se politickému rozměru nauky o Novém aeonu a nakonec stručně zachycuje dějiny postcrowleyovské thelémy.
